Subject,EAR,Person Status,Person Type
1,0.23434628675884314,awake,glasses
1,0.1501303583691415,awake,glasses
1,0.26015046138872855,awake,glasses
1,0.1854282571652164,awake,glasses
1,0.24214223979832186,awake,glasses
1,0.14572993361189995,awake,glasses
1,0.23275469963772355,awake,glasses
1,0.24224431574287036,awake,glasses
1,0.21554737218189335,awake,glasses
1,0.17716985459967152,awake,glasses
1,0.2511886162812672,awake,glasses
1,0.21601774862277343,awake,glasses
1,0.24432679482029057,awake,glasses
1,0.1555334038036323,awake,glasses
1,0.19771724675324545,awake,glasses
1,0.18790038211774135,awake,glasses
1,0.17897777333031673,awake,glasses
1,0.15888698512017202,awake,glasses
1,0.21121043235566483,awake,glasses
1,0.17690385837944544,awake,glasses
1,0.15888187560914296,awake,glasses
1,0.14714282727152456,awake,glasses
1,0.25158997364765856,awake,glasses
1,0.22154861543477944,awake,glasses
1,0.2460067108443638,awake,glasses
1,0.16761948140687627,awake,glasses
1,0.2428604433621398,awake,glasses
1,0.21240391054440722,awake,glasses
1,0.16702161309163743,awake,glasses
1,0.14172469387109918,awake,glasses
1,0.2702020050624448,awake,glasses
1,0.20997636281583748,awake,glasses
1,0.18870681751894935,awake,glasses
1,0.17649440245096143,awake,glasses
1,0.2555308859353827,awake,glasses
1,0.17903607088415904,awake,glasses
1,0.19498037790681172,awake,glasses
1,0.17460401347335688,awake,glasses
1,0.29067851273491246,awake,glasses
1,0.19629916757792687,awake,glasses
1,0.23968460201781386,awake,glasses
1,0.18144635831379058,awake,glasses
1,0.32231185778334037,awake,glasses
1,0.2063098693048201,awake,glasses
1,0.23791747176132966,awake,glasses
1,0.14984421968698902,awake,glasses
1,0.2710718059906715,awake,glasses
1,0.21958362302937662,awake,glasses
1,0.21553574604251852,awake,glasses
1,0.1612754032864389,awake,glasses
1,0.28048250682617426,awake,glasses
1,0.19507779128746072,awake,glasses
1,0.20276135217690838,awake,glasses
1,0.14028370828846842,awake,glasses
1,0.23721939311107584,awake,glasses
1,0.24614808073335387,awake,glasses
1,0.1922509733771126,awake,glasses
1,0.19273761556884733,awake,glasses
1,0.23701831765446993,awake,glasses
1,0.22276231976825556,awake,glasses
1,0.08280173905174203,awake,glasses
1,0.15731576590252083,awake,glasses
1,0.1930584807391312,awake,glasses
1,0.24655417929725543,awake,glasses
1,0.2059633127823403,awake,glasses
1,0.16948417609252936,awake,glasses
1,0.20220537270854722,awake,glasses
1,0.22812438807180058,awake,glasses
1,0.08525450925723634,awake,glasses
1,0.18953713836678132,awake,glasses
1,0.2287453578990451,awake,glasses
1,0.26282431694428393,awake,glasses
1,0.1999557344808187,awake,glasses
1,0.14691251214541223,awake,glasses
1,0.21572280769496469,awake,glasses
1,0.23980161634346125,awake,glasses
1,0.10578732478676392,awake,glasses
1,0.1948016668836281,awake,glasses
1,0.26314012210618126,awake,glasses
1,0.2518303707361905,awake,glasses
1,0.2243897500911441,awake,glasses
1,0.1887651413857721,awake,glasses
1,0.2864973254621803,awake,glasses
1,0.24182667172889638,awake,glasses
1,0.20768556729086984,awake,glasses
1,0.1581762143970873,awake,glasses
1,0.2565303468889273,awake,glasses
1,0.22914742457085258,awake,glasses
1,0.17320543041295575,awake,glasses
1,0.18779718783641972,awake,glasses
1,0.27578744721965254,awake,glasses
1,0.24450236576927206,awake,glasses
1,0.1926515164104543,awake,glasses
1,0.17345878428648068,awake,glasses
1,0.2340588114431415,awake,glasses
1,0.2394283047088889,awake,glasses
1,0.2214882945259371,awake,glasses
1,0.14104724886579478,awake,glasses
1,0.2276271815929157,awake,glasses
1,0.21577996677278138,awake,glasses
1,0.195929445396022,awake,glasses
1,0.1314743587901797,awake,glasses
1,0.27098045443544017,awake,glasses
1,0.25563024670515544,awake,glasses
1,0.17074816233399004,awake,glasses
1,0.22565791684543962,awake,glasses
1,0.25184254470714484,awake,glasses
1,0.2307090409107846,awake,glasses
1,0.10649567886347061,awake,glasses
1,0.1590103133314027,awake,glasses
1,0.2142426380032612,awake,glasses
1,0.22477372875067045,awake,glasses
1,0.17504491627627355,awake,glasses
1,0.16844905563638307,awake,glasses
1,0.21902622241083858,awake,glasses
1,0.2187943042996049,awake,glasses
1,0.18919689740245685,awake,glasses
1,0.14812099337168552,awake,glasses
1,0.2866652462372531,awake,glasses
1,0.25150266700232504,awake,glasses
1,0.25845946625101046,awake,glasses
1,0.16767798778413584,awake,glasses
1,0.2924998669117207,awake,glasses
1,0.23789531317320517,awake,glasses
1,0.2389326459290778,awake,glasses
1,0.17558438107948526,awake,glasses
1,0.2509481804649696,awake,glasses
1,0.26006641759217175,awake,glasses
1,0.2534390586292924,awake,glasses
1,0.17614519053051017,awake,glasses
1,0.2693909849489242,awake,glasses
1,0.23824084614901786,awake,glasses
1,0.21126682508533545,awake,glasses
1,0.1951584866220689,awake,glasses
1,0.2642041478607946,awake,glasses
1,0.22330198174996924,awake,glasses
1,0.275828324273238,awake,glasses
1,0.18284257167085685,awake,glasses
1,0.29867504905630726,awake,glasses
1,0.1970220374289196,awake,glasses
1,0.22330198174996924,awake,glasses
1,0.17812558080236585,awake,glasses
1,0.25626625725405916,awake,glasses
1,0.2286326181722961,awake,glasses
1,0.17280699455774517,awake,glasses
1,0.17992606953985432,awake,glasses
1,0.2966746593680143,awake,glasses
1,0.20742552356230975,awake,glasses
1,0.16371448732764549,awake,glasses
1,0.17183807778848947,awake,glasses
1,0.29300572737165087,awake,glasses
1,0.25166237834429284,awake,glasses
1,0.23132572469299145,awake,glasses
1,0.23620095182701256,awake,glasses
1,0.3174267317831533,awake,glasses
1,0.25815948849485965,awake,glasses
1,0.2143767714482308,awake,glasses
1,0.20051377402085158,awake,glasses
1,0.31866241546694407,awake,glasses
1,0.24754539714414814,awake,glasses
1,0.2620287574306551,awake,glasses
1,0.2186267784239918,awake,glasses
1,0.3119557663692841,awake,glasses
1,0.26312101734466975,awake,glasses
1,0.24003090790771836,awake,glasses
1,0.23946411207859358,awake,glasses
1,0.2951632865204528,awake,glasses
1,0.23404757395218856,awake,glasses
1,0.2695597225208116,awake,glasses
1,0.2354623361111597,awake,glasses
1,0.3170660229831008,awake,glasses
1,0.26232581173658076,awake,glasses
1,0.2685205625010201,awake,glasses
1,0.200024827770723,awake,glasses
1,0.28726290959976175,awake,glasses
1,0.24050830252070288,awake,glasses
1,0.28583953273306106,awake,glasses
1,0.21215019389618558,awake,glasses
1,0.3060092510654848,awake,glasses
1,0.2752355424766189,awake,glasses
1,0.2538157562191168,awake,glasses
1,0.18285339917918564,awake,glasses
1,0.2968212996830638,awake,glasses
1,0.26084838505744457,awake,glasses
1,0.27546879225725446,awake,glasses
1,0.2273297851227502,awake,glasses
1,0.3088182172999425,awake,glasses
1,0.2558449369009198,awake,glasses
1,0.2651817610558289,awake,glasses
1,0.19106169515153976,awake,glasses
1,0.2700723883444861,awake,glasses
1,0.24354002512757217,awake,glasses
1,0.2448811985063612,awake,glasses
1,0.1951584866220689,awake,glasses
1,0.26936100547150355,awake,glasses
1,0.2066303179542207,awake,glasses
1,0.2042916098288297,awake,glasses
1,0.1863652931304191,awake,glasses
1,0.2146537961290527,awake,glasses
1,0.22015671463659614,awake,glasses
1,0.20143725543105612,awake,glasses
1,0.2066303179542207,awake,glasses
1,0.24233397642886476,awake,glasses
1,0.1993064370284256,awake,glasses
1,0.2025800783143461,awake,glasses
1,0.1806252253167061,awake,glasses
1,0.256947127479039,awake,glasses
1,0.23593268462444555,awake,glasses
1,0.2318589065419026,awake,glasses
1,0.2175103310890603,awake,glasses
1,0.2924075374611248,awake,glasses
1,0.21937970304482604,awake,glasses
1,0.21685425839939643,awake,glasses
1,0.18123207565435207,awake,glasses
1,0.264666483808684,awake,glasses
1,0.2153637526561395,awake,glasses
1,0.25881126549612754,awake,glasses
1,0.1939855751716918,awake,glasses
1,0.2573506961669463,awake,glasses
1,0.21488298933298977,awake,glasses
1,0.21004289693321446,awake,glasses
1,0.18285339917918564,awake,glasses
1,0.27861469466254873,awake,glasses
1,0.23762017116698086,awake,glasses
1,0.24986413555502662,awake,glasses
1,0.2413540800375627,awake,glasses
1,0.2758568125542383,awake,glasses
1,0.2745965785592024,awake,glasses
1,0.24398442547102242,awake,glasses
